symbol	ensembl_id	name
ITGB3	ENSG00000259207	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]
TCAIM	ENSG00000179152	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]
TAS1R2	ENSG00000179002	taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905]
TNFRSF4	ENSG00000186827	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]
SOD1P2	ENSG00000261282	superoxide dismutase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45135]
GNL3L	ENSG00000130119	G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]
SEPTIN1	ENSG00000180096	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]
VDR	ENSG00000111424	vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]
NEMF	ENSG00000165525	nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]
RAB3A	ENSG00000105649	RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]
AKR1D1P1	ENSG00000227776	aldo-keto reductase family 1 member D1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11288]
LINC01699	ENSG00000179452	long intergenic non-protein coding RNA 1699 [Source:HGNC Symbol;Acc:HGNC:52487]
RNU7-186P	ENSG00000238419	RNA, U7 small nuclear 186 pseudogene [Source:HGNC Symbol;Acc:HGNC:45720]
RNA5SP70	ENSG00000252977	RNA, 5S ribosomal pseudogene 70 [Source:HGNC Symbol;Acc:HGNC:42847]
RN7SKP229	ENSG00000222397	RN7SK pseudogene 229 [Source:HGNC Symbol;Acc:HGNC:45953]
CAMTA1-AS3	ENSG00000237365	CAMTA1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40854]
ZMAT2	ENSG00000146007	zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]
RTN2	ENSG00000125744	reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]
RNU1-8P	ENSG00000207056	RNA, U1 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:48307]
EFCAB13	ENSG00000178852	EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]
MIR1290	ENSG00000221662	microRNA 1290 [Source:HGNC Symbol;Acc:HGNC:35283]
LINC01821	ENSG00000225539	long intergenic non-protein coding RNA 1821 [Source:HGNC Symbol;Acc:HGNC:52626]
AXDND1	ENSG00000162779	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]
PPIAP49	ENSG00000260471	peptidylprolyl isomerase A pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:53673]
IRX2	ENSG00000170561	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]
RPL21P118	ENSG00000239763	ribosomal protein L21 pseudogene 118 [Source:HGNC Symbol;Acc:HGNC:35954]
PCHILR	ENSG00000260884	prostate cancer associated HIP1 interacting lncRNA [Source:HGNC Symbol;Acc:HGNC:55418]
RNU6-237P	ENSG00000251794	RNA, U6 small nuclear 237, pseudogene [Source:HGNC Symbol;Acc:HGNC:47200]
NPIPB15	ENSG00000196436	nuclear pore complex interacting protein family member B15 [Source:HGNC Symbol;Acc:HGNC:34409]
GPRIN1	ENSG00000169258	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]
ABCC12	ENSG00000140798	ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]
UGT3A2	ENSG00000168671	UDP glycosyltransferase family 3 member A2 [Source:HGNC Symbol;Acc:HGNC:27266]
FAM234B	ENSG00000084444	family with sequence similarity 234 member B [Source:HGNC Symbol;Acc:HGNC:29288]
MAP3K2-DT	ENSG00000236682	MAP3K2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54088]
SEBOX	ENSG00000274529	SEBOX homeobox [Source:HGNC Symbol;Acc:HGNC:32942]
CHD1	ENSG00000153922	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
HCFC2	ENSG00000111727	host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]
RNU6-898P	ENSG00000202497	RNA, U6 small nuclear 898, pseudogene [Source:HGNC Symbol;Acc:HGNC:47861]
ITM2BP1	ENSG00000266853	integral membrane protein 2B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20919]
CHTF8	ENSG00000168802	chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353]
CPDP1	ENSG00000264240	carboxypeptidase D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:53102]
LINC01934	ENSG00000234663	long intergenic non-protein coding RNA 1934 [Source:HGNC Symbol;Acc:HGNC:52757]
CPSF2	ENSG00000165934	cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]
LGALS9DP	ENSG00000266786	galectin 9D, pseudogene [Source:HGNC Symbol;Acc:HGNC:49896]
RNU6-22P	ENSG00000207083	RNA, U6 small nuclear 22, pseudogene [Source:HGNC Symbol;Acc:HGNC:34266]
LYRM9-AS1	ENSG00000266527	LYRM9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58314]
DERPC	ENSG00000286140	DERPC proline and glycine rich nuclear protein [Source:HGNC Symbol;Acc:HGNC:54084]
RNA5SP437	ENSG00000253058	RNA, 5S ribosomal pseudogene 437 [Source:HGNC Symbol;Acc:HGNC:43337]
WDR45BP1	ENSG00000265574	WD repeat domain 45B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26605]
ARGFXP2	ENSG00000265293	arginine-fifty homeobox pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23977]
MEF2AP1	ENSG00000224620	myocyte enhancer factor 2A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6994]
HNRNPA1P54	ENSG00000236539	heterogeneous nuclear ribonucleoprotein A1 pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:48784]
RNU5F-2P	ENSG00000251875	RNA, U5F small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:42510]
C2CD4C	ENSG00000183186	C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417]
PTCD2	ENSG00000049883	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]
ZNF177	ENSG00000188629	zinc finger protein 177 [Source:HGNC Symbol;Acc:HGNC:12966]
ANGPTL7	ENSG00000171819	angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]
MIR1225	ENSG00000221656	microRNA 1225 [Source:HGNC Symbol;Acc:HGNC:33931]
UQCC4	ENSG00000174109	ubiquinol-cytochrome c reductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:27558]
OR1G1	ENSG00000183024	olfactory receptor family 1 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8204]
PERCC1	ENSG00000284395	proline and glutamate rich with coiled coil 1 [Source:HGNC Symbol;Acc:HGNC:52293]
SHPK	ENSG00000197417	sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]
APOLD1	ENSG00000178878	apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]
CCDC154	ENSG00000197599	coiled-coil domain containing 154 [Source:HGNC Symbol;Acc:HGNC:34454]
ZNF607	ENSG00000198182	zinc finger protein 607 [Source:HGNC Symbol;Acc:HGNC:28192]
CTNS-AS1	ENSG00000262903	CTNS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56090]
P2RX5-TAX1BP3	ENSG00000257950	P2RX5-TAX1BP3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49191]
RNU6-291P	ENSG00000207451	RNA, U6 small nuclear 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:47254]
RPL39P6	ENSG00000238173	ribosomal protein L39 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35803]
RPL21P125	ENSG00000240898	ribosomal protein L21 pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:36039]
UBIAD1	ENSG00000120942	UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]
HASPIN	ENSG00000177602	histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682]
VWF	ENSG00000110799	von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]
LINC00299	ENSG00000236790	long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]
RN7SL236P	ENSG00000243870	RNA, 7SL, cytoplasmic 236, pseudogene [Source:HGNC Symbol;Acc:HGNC:46252]
LINC01567	ENSG00000224310	long intergenic non-protein coding RNA 1567 [Source:HGNC Symbol;Acc:HGNC:51367]
NEK4P2	ENSG00000264359	NIMA-related kinase 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39650]
RNASEH1P2	ENSG00000231458	ribonuclease H1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18715]
MPG	ENSG00000103152	N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]
WDR13	ENSG00000101940	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]
UBE2V2P3	ENSG00000238199	ubiquitin conjugating enzyme E2 V2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44891]
RN7SL444P	ENSG00000265753	RNA, 7SL, cytoplasmic 444, pseudogene [Source:HGNC Symbol;Acc:HGNC:46460]
RNY4P25	ENSG00000238711	RNY4 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:42475]
MIR554	ENSG00000207606	microRNA 554 [Source:HGNC Symbol;Acc:HGNC:32810]
TF	ENSG00000091513	transferrin [Source:HGNC Symbol;Acc:HGNC:11740]
RNU6-405P	ENSG00000252446	RNA, U6 small nuclear 405, pseudogene [Source:HGNC Symbol;Acc:HGNC:47368]
ZNF530	ENSG00000183647	zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]
RN7SL620P	ENSG00000276088	RNA, 7SL, cytoplasmic 620, pseudogene [Source:HGNC Symbol;Acc:HGNC:46636]
UPF3AP1	ENSG00000226478	UPF3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30568]
SRP68P1	ENSG00000266129	signal recognition particle 68 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30427]
FAM106C	ENSG00000288235	family with sequence similarity 106 member C [Source:HGNC Symbol;Acc:HGNC:38396]
WBP1LP7	ENSG00000269732	WBP1L pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43955]
COTL1P1	ENSG00000229749	COTL1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2086]
OR4F29	ENSG00000284733	olfactory receptor family 4 subfamily F member 29 [Source:HGNC Symbol;Acc:HGNC:31275]
NSRP1P1	ENSG00000235613	nuclear speckle splicing regulatory protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38087]
HSPE1P25	ENSG00000232015	heat shock protein family E (Hsp10) member 1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:49344]
TMEM114	ENSG00000232258	transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227]
NEXN-AS1	ENSG00000235927	NEXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31983]
RNU6-1102P	ENSG00000251958	RNA, U6 small nuclear 1102, pseudogene [Source:HGNC Symbol;Acc:HGNC:48065]
FAM32A	ENSG00000105058	family with sequence similarity 32 member A [Source:HGNC Symbol;Acc:HGNC:24563]
MIR8083	ENSG00000274940	microRNA 8083 [Source:HGNC Symbol;Acc:HGNC:50211]
RN7SL372P	ENSG00000242565	RNA, 7SL, cytoplasmic 372, pseudogene [Source:HGNC Symbol;Acc:HGNC:46388]
RNU6ATAC3P	ENSG00000210709	RNA, U6atac small nuclear 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:34093]
CHN2-AS1	ENSG00000235669	CHN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40149]
NANOGP4	ENSG00000237065	Nanog homeobox pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23102]
CDH13	ENSG00000140945	cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]
IPO8P1	ENSG00000224668	importin 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41955]
RPL6P21	ENSG00000223445	ribosomal protein L6 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:35994]
EEF1A1P26	ENSG00000233167	eukaryotic translation elongation factor 1 alpha 1 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:37899]
SPDYE14	ENSG00000286137	speedy/RINGO cell cycle regulator family member E14 [Source:HGNC Symbol;Acc:HGNC:51510]
GOSR2	ENSG00000108433	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]
PRELID1P5	ENSG00000226986	PRELID1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54770]
GRM8	ENSG00000179603	glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600]
MTND1P23	ENSG00000225972	MT-ND1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42092]
UPK3A	ENSG00000100373	uroplakin 3A [Source:HGNC Symbol;Acc:HGNC:12580]
MTND2P28	ENSG00000225630	MT-ND2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129]
MTCO1P12	ENSG00000237973	MT-CO1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52014]
MTCO2P12	ENSG00000229344	MT-CO2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52028]
MTATP8P1	ENSG00000240409	MT-ATP8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44571]
MTATP6P1	ENSG00000248527	MT-ATP6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44575]
HDGFL3	ENSG00000166503	HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]
MTCO3P12	ENSG00000198744	MT-CO3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52042]
WBP1LP6	ENSG00000268663	WBP1L pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:43956]
OR4F16	ENSG00000284662	olfactory receptor family 4 subfamily F member 16 [Source:HGNC Symbol;Acc:HGNC:15079]
CICP3	ENSG00000229376	capicua transcriptional repressor pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37742]
RNU6-1199P	ENSG00000223181	RNA, U6 small nuclear 1199, pseudogene [Source:HGNC Symbol;Acc:HGNC:48162]
SLC1A6	ENSG00000105143	solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944]
CICP21	ENSG00000278455	capicua transcriptional repressor pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:48836]
GPR132	ENSG00000183484	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
GYG1P3	ENSG00000231095	glycogenin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39711]
MIR4422	ENSG00000265822	microRNA 4422 [Source:HGNC Symbol;Acc:HGNC:41654]
KIRREL1-IT1	ENSG00000226520	KIRREL1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41412]
ELL2P1	ENSG00000227295	elongation factor for RNA polymerase II 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39343]
RNU1-7P	ENSG00000200975	RNA, U1 small nuclear 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:48306]
RERE-AS1	ENSG00000232912	RERE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40501]
POLDIP3	ENSG00000100227	DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]
RPL7P11	ENSG00000234619	ribosomal protein L7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35667]
RPL7P7	ENSG00000224315	ribosomal protein L7 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36895]
RPL23AP19	ENSG00000229716	ribosomal protein L23a pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36708]
MIR6728	ENSG00000274258	microRNA 6728 [Source:HGNC Symbol;Acc:HGNC:49961]
RNU6-304P	ENSG00000201725	RNA, U6 small nuclear 304, pseudogene [Source:HGNC Symbol;Acc:HGNC:47267]
HMGN2P17	ENSG00000238249	high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381]
DENND4A	ENSG00000174485	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
CA6	ENSG00000131686	carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]
RPL36AL	ENSG00000165502	ribosomal protein L36a like [Source:HGNC Symbol;Acc:HGNC:10346]
MIR8058	ENSG00000277387	microRNA 8058 [Source:HGNC Symbol;Acc:HGNC:50018]
RN7SL134P	ENSG00000263360	RNA, 7SL, cytoplasmic 134, pseudogene [Source:HGNC Symbol;Acc:HGNC:46150]
MIR3182	ENSG00000263785	microRNA 3182 [Source:HGNC Symbol;Acc:HGNC:38317]
LARP7P2	ENSG00000261939	LARP7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49764]
C16orf86	ENSG00000159761	chromosome 16 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:33755]
KHNYN	ENSG00000100441	KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]
NPIPB6	ENSG00000198156	nuclear pore complex interacting protein family member B6 [Source:HGNC Symbol;Acc:HGNC:37454]
GRASLND	ENSG00000228203	glycosaminoglycan regulatory associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:30963]
TMCC3	ENSG00000057704	transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]
SLC2A2	ENSG00000163581	solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]
MIR592	ENSG00000207692	microRNA 592 [Source:HGNC Symbol;Acc:HGNC:32848]
GRM8-AS1	ENSG00000236340	GRM8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40268]
THAP11	ENSG00000168286	THAP domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23194]
DGKI	ENSG00000157680	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]
RP2	ENSG00000102218	RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]
RN7SL451P	ENSG00000265141	RNA, 7SL, cytoplasmic 451, pseudogene [Source:HGNC Symbol;Acc:HGNC:46467]
NRN1L	ENSG00000188038	neuritin 1 like [Source:HGNC Symbol;Acc:HGNC:29811]
SPEN	ENSG00000065526	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
OLR1	ENSG00000173391	oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]
PSKH1	ENSG00000159792	protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529]
DLG3	ENSG00000082458	discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902]
CTRL	ENSG00000141086	chymotrypsin like [Source:HGNC Symbol;Acc:HGNC:2524]
GIN1	ENSG00000145723	gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]
PRKCZ-AS1	ENSG00000182873	PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477]
WDR26	ENSG00000162923	WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]
DTNB-AS1	ENSG00000224220	DTNB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40198]
KCNH7-AS1	ENSG00000237750	KCNH7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40858]
CCNT1	ENSG00000129315	cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]
LCAT	ENSG00000213398	lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522]
NEK9	ENSG00000119638	NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]
MYL10	ENSG00000106436	myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]
EPCAM-DT	ENSG00000234690	EPCAM divergent transcript [Source:HGNC Symbol;Acc:HGNC:52639]
MIR3146	ENSG00000265932	microRNA 3146 [Source:HGNC Symbol;Acc:HGNC:38368]
CDC25A	ENSG00000164045	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]
CPA1	ENSG00000091704	carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296]
KARS1P3	ENSG00000262962	lysyl-tRNA synthetase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39209]
ARSK	ENSG00000164291	arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239]
DPEP2NB	ENSG00000263201	DPEP2 neighbor [Source:HGNC Symbol;Acc:HGNC:52385]
PLA2G10EP	ENSG00000255037	phospholipase A2 group XE, pseudogene [Source:HGNC Symbol;Acc:HGNC:56601]
MIR3179-1	ENSG00000284305	microRNA 3179-1 [Source:HGNC Symbol;Acc:HGNC:38353]
ZFPM1	ENSG00000179588	zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]
PLEKHG7	ENSG00000187510	pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829]
KLHL22	ENSG00000099910	kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888]
RNU6-1097P	ENSG00000200456	RNA, U6 small nuclear 1097, pseudogene [Source:HGNC Symbol;Acc:HGNC:48060]
RPL36AP27	ENSG00000225443	ribosomal protein L36a pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:35650]
MIR5189	ENSG00000263456	microRNA 5189 [Source:HGNC Symbol;Acc:HGNC:43515]
ZFPM1-AS1	ENSG00000261744	ZFPM1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55351]
SCHLAP1	ENSG00000281131	SWI/SNF complex antagonist associated with prostate cancer 1 [Source:HGNC Symbol;Acc:HGNC:48603]
IL17C	ENSG00000124391	interleukin 17C [Source:HGNC Symbol;Acc:HGNC:5983]
RNU6-215P	ENSG00000202039	RNA, U6 small nuclear 215, pseudogene [Source:HGNC Symbol;Acc:HGNC:47178]
C5orf22	ENSG00000082213	chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]
MAPRE3-AS1	ENSG00000205500	MAPRE3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40362]
GCC1	ENSG00000179562	GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095]
SNAI3	ENSG00000185669	snail family transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:18411]
INHBE	ENSG00000139269	inhibin subunit beta E [Source:HGNC Symbol;Acc:HGNC:24029]
FSCN3	ENSG00000106328	fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]
MIR4722	ENSG00000284585	microRNA 4722 [Source:HGNC Symbol;Acc:HGNC:41782]
HSALR1	ENSG00000224888	HSP90AB1 associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:56095]
LRIG3	ENSG00000139263	leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]
PIEZO1-AS1	ENSG00000182376	PIEZO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58065]
RNU7-125P	ENSG00000238964	RNA, U7 small nuclear 125 pseudogene [Source:HGNC Symbol;Acc:HGNC:45659]
GALNT17	ENSG00000185274	polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]
TMEM18-DT	ENSG00000233296	TMEM18 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54481]
MIR5087	ENSG00000283676	microRNA 5087 [Source:HGNC Symbol;Acc:HGNC:43480]
RNVU1-21	ENSG00000202408	RNA, variant U1 small nuclear 21 [Source:HGNC Symbol;Acc:HGNC:48464]
RNVU1-1	ENSG00000207340	RNA, variant U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10133]
RNU1-155P	ENSG00000252135	RNA, U1 small nuclear 155 pseudogene [Source:HGNC Symbol;Acc:HGNC:54437]
MIR6077	ENSG00000278596	microRNA 6077 [Source:HGNC Symbol;Acc:HGNC:50025]
RNVU1-2	ENSG00000238825	RNA, variant U1 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:48308]
RNVU1-3	ENSG00000201183	RNA, variant U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:48311]
LINC01795	ENSG00000225226	long intergenic non-protein coding RNA 1795 [Source:HGNC Symbol;Acc:HGNC:52585]
CYCSP4	ENSG00000229120	CYCS pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:24413]
COPS2	ENSG00000166200	COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]
RNU6-89P	ENSG00000272262	RNA, U6 small nuclear 89, pseudogene [Source:HGNC Symbol;Acc:HGNC:47052]
RPS27P8	ENSG00000236439	ribosomal protein S27 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36022]
MIR3914-1	ENSG00000265878	microRNA 3914-1 [Source:HGNC Symbol;Acc:HGNC:38993]
MIR3914-2	ENSG00000283278	microRNA 3914-2 [Source:HGNC Symbol;Acc:HGNC:38975]
OPHN1	ENSG00000079482	oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]
ABL2	ENSG00000143322	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]
CAPN1	ENSG00000014216	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]
CARMIL2	ENSG00000159753	capping protein regulator and myosin 1 linker 2 [Source:HGNC Symbol;Acc:HGNC:27089]
EMC3	ENSG00000125037	ER membrane protein complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:23999]
LINC01792	ENSG00000237166	long intergenic non-protein coding RNA 1792 [Source:HGNC Symbol;Acc:HGNC:52582]
ANKRD54	ENSG00000100124	ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185]
MIR153-2	ENSG00000207960	microRNA 153-2 [Source:HGNC Symbol;Acc:HGNC:31540]
AMACR	ENSG00000242110	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]
MIR595	ENSG00000207637	microRNA 595 [Source:HGNC Symbol;Acc:HGNC:32851]
MIR5707	ENSG00000265598	microRNA 5707 [Source:HGNC Symbol;Acc:HGNC:43449]
THAP5P1	ENSG00000224324	THAP domain containing 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22340]
SLC8B1	ENSG00000089060	solute carrier family 8 member B1 [Source:HGNC Symbol;Acc:HGNC:26175]
LRPAP1	ENSG00000163956	LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]
MAGI2	ENSG00000187391	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
LINC01812	ENSG00000237013	long intergenic non-protein coding RNA 1812 [Source:HGNC Symbol;Acc:HGNC:52616]
LINC01913	ENSG00000214691	long intergenic non-protein coding RNA 1913 [Source:HGNC Symbol;Acc:HGNC:52732]
NAA50	ENSG00000121579	N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]
MIR5089	ENSG00000264999	microRNA 5089 [Source:HGNC Symbol;Acc:HGNC:43536]
RPRML	ENSG00000179673	reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]
RN7SL270P	ENSG00000277198	RNA, 7SL, cytoplasmic 270, pseudogene [Source:HGNC Symbol;Acc:HGNC:46286]
ZFYVE21	ENSG00000100711	zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]
